step,x,y_pred,y_true_trend
562,56.2,4347.017986043436,4464.774560000001
563,56.3,4364.427826368638,4486.508939999999
564,56.4,4381.83766669384,4508.31488
565,56.5,4399.247507019042,4530.1925
566,56.6,4416.657347344244,4552.14192
567,56.7,4434.067187669446,4574.163260000001
568,56.8,4451.477027994648,4596.25664
569,56.9,4468.88686831985,4618.42218
570,57.0,4486.296708645052,4640.66
571,57.1,4503.706548970254,4662.970220000001
572,57.2,4521.1163892954555,4685.352960000001
573,57.3,4538.526229620657,4707.80834
574,57.4,4555.936069945859,4730.33648
575,57.5,4573.345910271061,4752.9375
576,57.6,4590.755750596263,4775.61152
577,57.7,4608.165590921465,4798.358660000001
578,57.8,4625.575431246667,4821.179039999999
579,57.9,4642.985271571869,4844.07278
580,58.0,4660.395111897071,4867.04
581,58.1,4677.804952222273,4890.08082
582,58.2,4695.214792547475,4913.195360000001
583,58.3,4712.624632872677,4936.383739999999
584,58.4,4730.0344731978785,4959.64608
585,58.5,4747.44431352308,4982.9825
586,58.6,4764.854153848282,5006.393120000001
587,58.7,4782.263994173484,5029.878060000001
588,58.8,4799.673834498686,5053.43744
589,58.9,4817.083674823888,5077.071379999999
590,59.0,4834.49351514909,5100.78
591,59.1,4851.903355474292,5124.56342
592,59.2,4869.313195799494,5148.42176
593,59.3,4886.723036124696,5172.355139999999
594,59.4,4904.132876449898,5196.36368
595,59.5,4921.5427167750995,5220.4475
596,59.6,4938.952557100301,5244.60672
597,59.7,4956.362397425503,5268.8414600000015
598,59.8,4973.772237750705,5293.1518399999995
599,59.9,4991.182078075907,5317.53798
600,60.0,5008.591918401109,5342.0
601,60.1,5026.001758726311,5366.53802
602,60.2,5043.411599051513,5391.152160000001
603,60.3,5060.821439376715,5415.842539999999
604,60.4,5078.231279701917,5440.609279999999
605,60.5,5095.641120027119,5465.4525
606,60.6,5113.0509603523205,5490.3723199999995
607,60.7,5130.4608006775225,5515.3688600000005
608,60.8,5147.870641002724,5540.44224
609,60.9,5165.280481327926,5565.5925799999995
610,61.0,5182.690321653128,5590.82
611,61.1,5200.10016197833,5616.1246200000005
612,61.2,5217.510002303532,5641.506560000002
613,61.3,5234.919842628734,5666.96594
614,61.4,5252.329682953936,5692.50288
615,61.5,5269.739523279138,5718.1175
616,61.6,5287.14936360434,5743.809920000001
617,61.7,5304.559203929542,5769.580260000001
618,61.8,5321.9690442547435,5795.428639999999
619,61.9,5339.378884579945,5821.35518
620,62.0,5356.788724905147,5847.360000000001
621,62.1,5374.198565230349,5873.443220000001
622,62.2,5391.608405555551,5899.604960000001
623,62.3,5409.018245880753,5925.845339999999
624,62.4,5426.428086205955,5952.1644799999995
625,62.5,5443.837926531157,5978.5625
626,62.6,5461.247766856359,6005.039520000001
627,62.7,5478.657607181561,6031.595660000001
628,62.8,5496.067447506763,6058.23104
629,62.9,5513.4772878319645,6084.94578
630,63.0,5530.887128157166,6111.740000000001
631,63.1,5548.296968482368,6138.6138200000005
632,63.2,5565.70680880757,6165.567360000001
633,63.3,5583.116649132772,6192.600739999999
634,63.4,5600.526489457974,6219.714080000001
635,63.5,5617.936329783176,6246.9075
636,63.6,5635.346170108378,6274.18112
637,63.7,5652.75601043358,6301.535060000001
638,63.8,5670.165850758782,6328.969439999999
639,63.9,5687.575691083984,6356.48438
640,64.0,5704.985531409186,6384.08
641,64.1,5722.3953717343875,6411.756419999998
642,64.2,5739.805212059589,6439.513760000002
643,64.3,5757.215052384791,6467.352139999999
644,64.4,5774.624892709993,6495.271680000002
645,64.5,5792.034733035195,6523.2725
646,64.6,5809.444573360397,6551.354719999998
647,64.7,5826.854413685599,6579.518460000001
648,64.8,5844.264254010801,6607.76384
649,64.9,5861.674094336003,6636.090980000002
650,65.0,5879.083934661205,6664.5
651,65.1,5896.493774986407,6692.991019999999
652,65.2,5913.9036153116085,6721.56416
653,65.3,5931.31345563681,6750.21954
654,65.4,5948.723295962012,6778.957280000002
655,65.5,5966.133136287214,6807.7775
656,65.6,5983.542976612416,6836.680319999998
657,65.7,6000.952816937618,6865.665860000001
658,65.8,6018.36265726282,6894.73424
659,65.9,6035.772497588022,6923.885580000001
660,66.0,6053.182337913224,6953.12
661,66.1,6070.592178238426,6982.437619999998
662,66.2,6088.002018563628,7011.838560000001
663,66.3,6105.41185888883,7041.322939999999
664,66.4,6122.8216992140315,7070.890880000002
665,66.5,6140.231539539233,7100.5425
666,66.6,6157.641379864435,7130.277919999999
667,66.7,6175.051220189637,7160.097260000001
668,66.8,6192.461060514839,7190.00064
669,66.9,6209.870900840041,7219.988180000002
670,67.0,6227.280741165243,7250.06
671,67.1,6244.690581490445,7280.216219999999
672,67.2,6262.100421815647,7310.456960000001
673,67.3,6279.510262140849,7340.782339999999
674,67.4,6296.920102466051,7371.192480000002
675,67.5,6314.3299427912525,7401.6875
676,67.6,6331.739783116454,7432.2675199999985
677,67.7,6349.149623441656,7462.932660000002
678,67.8,6366.559463766858,7493.68304
679,67.9,6383.96930409206,7524.518780000002
680,68.0,6401.379144417262,7555.4400000000005
681,68.1,6418.788984742464,7586.446819999998
682,68.2,6436.198825067666,7617.539360000002
683,68.3,6453.608665392868,7648.717739999999
684,68.4,6471.01850571807,7679.9820800000025
685,68.5,6488.428346043272,7711.3324999999995
686,68.6,6505.8381863684735,7742.769119999998
687,68.7,6523.2480266936755,7774.292060000001
688,68.8,6540.657867018877,7805.90144
689,68.9,6558.067707344079,7837.597380000002
690,69.0,6575.477547669281,7869.38
691,69.1,6592.887387994483,7901.249419999998
692,69.2,6610.297228319685,7933.205760000001
693,69.3,6627.707068644887,7965.24914
694,69.4,6645.116908970089,7997.379680000002
695,69.5,6662.526749295291,8029.597500000001
696,69.6,6679.936589620493,8061.902719999998
697,69.7,6697.346429945695,8094.295460000001
698,69.8,6714.7562702708965,8126.775839999999
699,69.9,6732.166110596098,8159.343980000002
700,70.0,6749.5759509213,8192.0
701,70.1,6766.985791246502,8224.744019999998
702,70.2,6784.395631571704,8257.57616
703,70.3,6801.805471896906,8290.49654
704,70.4,6819.215312222108,8323.505280000001
705,70.5,6836.62515254731,8356.6025
706,70.6,6854.034992872512,8389.788319999998
707,70.7,6871.444833197714,8423.062860000002
708,70.8,6888.854673522916,8456.42624
709,70.9,6906.2645138481175,8489.878580000002
710,71.0,6923.674354173319,8523.42
711,71.1,6941.084194498521,8557.050619999998
712,71.2,6958.494034823723,8590.77056
713,71.3,6975.903875148925,8624.57994
714,71.4,6993.313715474127,8658.478880000002
715,71.5,7010.723555799329,8692.4675
716,71.6,7028.133396124531,8726.545919999999
717,71.7,7045.543236449733,8760.71426
718,71.8,7062.953076774935,8794.97264
719,71.9,7080.362917100137,8829.321180000003
720,72.0,7097.772757425339,8863.76
721,72.1,7115.1825977505405,8898.289219999999
722,72.2,7132.592438075742,8932.90896
723,72.3,7150.002278400944,8967.61934
724,72.4,7167.412118726146,9002.420480000002
725,72.5,7184.821959051348,9037.3125
726,72.6,7202.23179937655,9072.295519999998
727,72.7,7219.641639701752,9107.36966
728,72.8,7237.051480026954,9142.535039999999
729,72.9,7254.461320352156,9177.791780000003
730,73.0,7271.871160677358,9213.14
731,73.1,7289.28100100256,9248.579819999997
732,73.2,7306.6908413277615,9284.111360000003
733,73.3,7324.100681652963,9319.73474
734,73.4,7341.510521978165,9355.450080000002
735,73.5,7358.920362303367,9391.2575
736,73.6,7376.330202628569,9427.15712
737,73.7,7393.740042953771,9463.149060000002
738,73.8,7411.149883278973,9499.233439999998
739,73.9,7428.559723604175,9535.410380000003
740,74.0,7445.969563929377,9571.68
741,74.1,7463.379404254579,9608.042419999998
742,74.2,7480.789244579781,9644.497760000002
743,74.3,7498.199084904983,9681.046139999999
744,74.4,7515.6089252301845,9717.687680000003
745,74.5,7533.018765555386,9754.422499999999
746,74.6,7550.428605880588,9791.250719999998
747,74.7,7567.83844620579,9828.172460000002
748,74.8,7585.248286530992,9865.187839999999
749,74.9,7602.658126856194,9902.296980000003
